ps|Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2)
ps|Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4)
ps|Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5)
cs|Bank Of Montreal Common Stock
cs|Biomerica Inc. Common Stock
cs|Bank of Marin Bancorp Common Stock
cs|BioMarin Pharmaceutical Inc. Common Stock
cs|Bryn Mawr Bank Corporation Common Stock
cs|Bristol-Myers Squibb Company Common Stock
cs|Barnes & Noble Education Inc Common Stock
cs|Benefitfocus Inc. Common Stock
cs|Bionano Genomics Inc. Common Stock
wt|Bionano Genomics Inc. Warrant
cs|Broadstone Net Lease Inc. Common Stock
ut|Banner Acquisition Corp. Units
ad|Burning Rock Biotech Limited American Depositary Shares
cs|Bank Nova Scotia Halifax Pfd 3 Ordinary Shares
cs|Bonso Electronics International Inc. Common Stock
cs|Benitec Biopharma Inc. Common Stock
ad|BioNTech SE American Depositary Share
cs|BlackRock New York Municipal Income Trust
cs|Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares
cs|BOA Acquisition Corp. Class A Common Stock
cs|Bank of Commerce Holdings (CA) Common Stock
cs|The Beachbody Company Inc. Class A Common Stock
cs|Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest
cs|Bank of Hawaii Corporation Common Stock
ps|Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A
cs|BOK Financial Corporation Common Stock
cs|Bolt Biotherapeutics Inc. Common Stock
cs|Boston Omaha Corporation Class A Common Stock
cs|Bon Natural Life Limited Ordinary Shares
cs|DMC Global Inc. Common Stock
cs|Boot Barn Holdings Inc. Common Stock
cs|Borr Drilling Limited Common Shares
cs|B.O.S. Better Online Solutions Common Stock
cs|Bank of the James Financial Group Inc. Common Stock
cs|BowX Acquisition Corp. Class A Common Stock
ut|BowX Acquisition Corp. Unit
wt|BowX Acquisition Corp. Warrant
cs|Box Inc. Class A Common Stock
cs|Boxlight Corporation Class A Common Stock
ad|BP p.l.c. Common Stock
cs|Blueprint Medicines Corporation Common Stock
ut|BP Midstream Partners LP Common Units representing Limited Partner Interests
cs|Popular Inc. Common Stock
ps|Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities
ps|Popular Inc. 6.70% Cumulative Monthly Income Trust Preferred Securities
cs|The Bank of Princeton Common Stock
ut|BP Prudhoe Bay Royalty Trust Common Stock
cs|Bio-Path Holdings Inc. Common Stock
ad|Biophytis SA American Depositary Share
ps|Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1
ps|Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3
ps|Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2
ps|Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units
ad|Boqii Holding Limited American Depositary Shares representing Class A Ordinary Shares
cs|Broadridge Financial Solutions Inc.Common Stock
cs|Bragg Gaming Group Inc. Common Shares
cs|BellRing Brands Inc. Class A Common Stock
cs|Brady Corporation Common Stock
cs|Burcon NutraScience Corp. Common Stock
cs|Bridge Investment Group Holdings Inc. Class A Common Stock
cs|Breeze Holdings Acquisition Corp. Common Stock
rt|Breeze Holdings Acquisition Corp. Right
wt|Breeze Holdings Acquisition Corp. Warrant
ad|BRF S.A.
cs|Bridgford Foods Corporation Common Stock
cs|B. Riley Principal 250 Merger Corp. Class A common stock
ut|B. Riley Principal 250 Merger Corp. Units
wt|B. Riley Principal 250 Merger Corp. Warrant
cs|Berkshire Hathaway Inc.
cs|Berkshire Hathaway Inc.
cs|Brookline Bancorp Inc. Common Stock
cs|Bruker Corporation Common Stock
cs|Brooks Automation Inc.
cs|Brilliant Acquisition Corporation Ordinary Shares
rt|Brilliant Acquisition Corporation Rights
ut|Brilliant Acquisition Corporation Unit
wt|Brilliant Acquisition Corporation Warrants
cs|Broadmark Realty Capital Inc. Common Stock
cs|Brown & Brown Inc. Common Stock
cs|Brooge Energy Limited Ordinary Shares
wt|Brooge Holdings Limited Warrant expiring 12/20/2024
cs|BRP Group Inc. (Insurance Company) Class A Common Stock
cs|B. Riley Principal 150 Merger Corp. Class A Common Stock
wt|B. Riley Principal 150 Merger Corp. Warrant
cs|Borqs Technologies Inc. Ordinary Shares
cs|BrightSpire Capital Inc. Class A Common Stock
cs|BRT Apartments Corp. (MD) Common Stock
cs|Saba Capital Income & Opportunities Fund SBI
cs|Brixmor Property Group Inc. Common Stock
cs|Berry Corporation (bry) Common Stock
ps|BrightSphere Investment Group Inc. 5.125% Notes due 2031
ad|Banco Santander - Chile ADS
cs|Black Spade Acquisition Co Class A Ordinary Shares
cs|Bogota Financial Corp. Common Stock
ad|Banco Santander Brasil SA American Depositary Shares each representing one unit
cs|Bassett Furniture Industries Incorporated Common Stock
cs|Blue Safari Group Acquisition Corp. Class A Ordinary Share
rt|Blue Safari Group Acquisition Corp. Right
ut|Blue Safari Group Acquisition Corp. Unit
cs|BioSig Technologies Inc. Common Stock
cs|BrightSphere Investment Group Inc. Common Stock
cs|Big Sky Growth Partners Inc. Class A Common Stock
ut|Big Sky Growth Partners Inc. Unit
wt|Big Sky Growth Partners Inc. Warrant
cs|Blackstone Senior Floating Rate Term Fund Common Shares of Beneficial Interest
ut|Black Stone Minerals L.P. Common units representing limited partner interests
ad|Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico
cs|Broadstone Acquisition Corp. Class A Ordinary Shares
cs|BSQUARE Corporation Common Stock
cs|Sierra Bancorp Common Stock
cs|BlackRock Science and Technology Trust Common Shares of Beneficial Interest
cs|BlackRock Science and Technology Trust II Common Shares of Beneficial Interest
cs|Bank7 Corp. Common stock
cs|Boston Scientific Corporation Common Stock
ps|Boston Scientific Corporation 5.50% Mandatory Convertible Preferred Stock Series A
cs|Bentley Systems Incorporated Class B Common Stock
cs|BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest
cs|BioXcel Therapeutics Inc. Common Stock
cs|Burgundy Technology Acquisition Corporation Class A Ordinary shares
ut|Burgundy Technology Acquisition Corporation Unit
wt|Burgundy Technology Acquisition Corporation Warrant
cs|Bit Brother Limited Ordinary Shares
cs|Bit Digital Inc. Ordinary Shares
ad|BIT Mining Limited ADS
cs|Biotricity Inc. Common Stock
ad|British American Tobacco  Industries p.l.c. Common Stock ADR
cs|Bridgetown 2 Holdings Limited Class A Ordinary Shares
cs|John Hancock Financial Opportunities Fund Common Stock
cs|BTRS Holdings Inc. Class 1 Common Stock
wt|BTRS Holdings Inc. Warrants
cs|BlackRock Municipal 2030 Target Term Trust
cs|Peabody Energy Corporation Common Stock 
cs|Bridgetown Holdings Limited Class A Ordinary Shares
ut|Bridgetown Holdings Limited Units
wt|Bridgetown Holdings Limited Warrants
cs|BlackRock Credit Allocation Income Trust
ad|Anheuser-Busch Inbev SA Sponsored ADR (Belgium)
cs|BlackRock Utility Infrastructure & Power Opportunities Trust
cs|Burford Capital Limited Ordinary Shares
cs|Burlington Stores Inc. Common Stock
cs|First Busey Corporation Class A Common Stock
cs|BrightView Holdings Inc. Common Stock
cs|Bluegreen Vacations Holding Corporation Class A Common Stock
ad|Buenaventura Mining Company Inc.
cs|Bioventus Inc. Class A Common Stock
ad|BiondVax Pharmaceuticals Ltd. American Depositary Shares
cs|Babcock & Wilcox Enterprises Inc. Common Stock
ps|Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock
cs|BorgWarner Inc. Common Stock
cs|Better World Acquisition Corp. Common Stock
ut|Better World Acquisition Corp. Unit
wt|Better World Acquisition Corp. Warrants
ad|BrainsWay Ltd. American Depositary Shares
cs|Bridgewater Bancshares Inc. Common Stock
ps|Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A
ut|Blue Whale Acquisition Corp I Unit
cs|Broadwind Inc. Common Stock
cs|Bankwell Financial Group Inc. Common Stock
cs|BrandywineGLOBAL Global Income Opportunities Fund Inc.
cs|Bowman Consulting Group Ltd. Common Stock
cs|Betterware de Mexico S.A.B. de C.V. Ordinary Shares
ps|Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026
cs|BWX Technologies Inc. Common Stock
cs|Blackstone Inc. Common Stock
cs|Bluelinx Holdings Inc. Common Stock
cs|Blackstone Mortgage Trust Inc. Common Stock
cs|Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest
cs|Boston Properties Inc. Common Stock
cs|Baudax Bio Inc. Common Stock
cs|BancorpSouth Bank Common Stock
ps|BancorpSouth Bank 5.50% Series A Non-Cumulative Perpetual Preferred Stock
cs|Byline Bancorp Inc. Common Stock
cs|Boyd Gaming Corporation Common Stock
cs|Broadway Financial Corporation Common Stock
cs|Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest
cs|Beyond Meat Inc. Common Stock
cs|Byrna Technologies Inc. Common Stock
cs|BeyondSpring Inc. Ordinary Shares
cs|BYTE Acquisition Corp. Class A Ordinary Shares
wt|BYTE Acquisition Corp. Warrants
ad|KANZHUN LIMITED American Depository Shares
cs|Beazer Homes USA Inc. Common Stock
ad|Baozun Inc. American Depositary Shares
cs|Citigroup Inc. Common Stock
ps|Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg
ps|Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K
ps|Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS)
cs|Corporacion America Airports SA Common Shares
cs|China Automotive Systems Inc. Common Stock
cs|Cabaletta Bio Inc. Common Stock
cs|Cable One Inc. Common Stock
cs|Camden National Corporation Common Stock
cs|Credit Acceptance Corporation Common Stock
cs|CACI International Inc. Class A Common Stock
cs|Cadence Bancorporation Class A Common Stock
cs|Candel Therapeutics Inc. Common Stock
cs|CAE Inc. Ordinary Shares
cs|Morgan Stanley China A Share Fund Inc. Common Stock
cs|ConAgra Brands Inc. Common Stock
cs|Cardinal Health Inc. Common Stock
cs|CA Healthcare Acquisition Corp. Class A Common Stock
ut|CA Healthcare Acquisition Corp. Unit
wt|CA Healthcare Acquisition Corp. Warrant
cs|CAI International Inc. Common Stock
ps|CAI International Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock
ps|CAI International Inc. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock
ad|Canon Inc. American Depositary Shares
cs|Cheesecake Factory Incorporated (The) Common Stock
cs|Caleres Inc. Common Stock
cs|Calithera Biosciences Inc. Common Stock
cs|California BanCorp Common Stock
cs|Cal-Maine Foods Inc. Common Stock
ad|Calliditas Therapeutics AB American Depositary Shares
cs|Calix Inc Common Stock
cs|CalAmp Corp. Common Stock
cs|Camtek Ltd. Ordinary Shares
ad|Canaan Inc. American Depositary Shares
ad|Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares
cs|Cano Health Inc. Class A Common Stock
ut|CrossAmerica Partners LP Common Units representing limited partner interests
cs|Capricor Therapeutics Inc. Common Stock
cs|Avis Budget Group Inc. Common Stock
cs|Cara Therapeutics Inc. Common Stock
cs|Carter Bankshares Inc. Common Stock
cs|CarGurus Inc. Class A Common Stock 
cs|Carrier Global Corporation Common Stock 
cs|Cars.com Inc. Common Stock 
cs|Carver Bancorp Inc. Common Stock
cs|Cascade Acquisition Corp. Class A Common Stock
cs|Casa Systems Inc. Common Stock
cs|Meta Financial Group Inc. Common Stock
cs|CASI Pharmaceuticals Inc. Common Stock
cs|Cass Information Systems Inc Common Stock
cs|Casey's General Stores Inc. Common Stock
cs|Caterpillar Inc. Common Stock
cs|Cambridge Bancorp Common Stock
cs|Cato Corporation (The) Class A Common Stock
cs|Cathay General Bancorp Common Stock
cs|Chubb Limited  Common Stock
cs|CBRE Acquisition Holdings Inc. Class A Common Stock
cs|Colony Bankcorp Inc. Common Stock
cs|CBAK Energy Technology Inc. Common Stock
cs|CymaBay Therapeutics Inc. Common Stock
ps|Cincinnati Bell Inc. Preferred Stock
ad|Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share
cs|CB Financial Services Inc. Common Stock
cs|Virtus AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest
cs|Catalyst Biosciences Inc. Common Stock
cs|CBM Bancorp Inc. Common Stock
cs|Capital Bancorp Inc. Common Stock
cs|CBRE Group Inc Common Stock Class A
cs|Cracker Barrel Old Country Store Inc Common Stock
cs|Commerce Bancshares Inc. Common Stock
cs|Cabot Corporation Common Stock
cs|CBTX Inc. Common Stock
cs|Community Bank System Inc. Common Stock
cs|CBIZ Inc. Common Stock
cs|Chemours Company (The) Common Stock
cs|CITIC Capital Acquisition Corp. Class A Ordinary Shares
ut|Cascadia Acquisition Corp. Unit
cs|Crescent Capital BDC Inc. Common stock
cs|Coastal Financial Corporation Common Stock
cs|Capital City Bank Group Common Stock
cs|C4 Therapeutics Inc. Common Stock
cs|CCC Intelligent Solutions Holdings Inc. Common Stock
cs|Calamos Dynamic Convertible & Income Fund Common Stock
cs|Cryo-Cell International Inc. Common Stock
cs|Coca-Cola Europacific Partners plc Ordinary Shares
cs|Crown Castle International Corp. (REIT) Common Stock
cs|Cameco Corporation Common Stock
cs|Crown Holdings Inc.
cs|Carnival Corporation Common Stock
ut|CSI Compressco LP Common Units
ad|Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares)
cs|CMC Materials Inc. Common Stock
cs|Code Chain New Continent Limited Common Stock
cs|CNB Financial Corporation Common Stock
ps|CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock
cs|Clear Channel Outdoor Holdings Inc. Common Stock
cs|Cogent Communications Holdings Inc.
cs|Cross Country Healthcare Inc. Common Stock $0.0001 Par Value
cs|Century Communities Inc. Common Stock
ad|Compania Cervecerias Unidas S.A. Common Stock
cs|Churchill Capital Corp V Class A Common Stock
cs|Churchill Capital Corp VI Class A Common Stock
cs|ChemoCentryx Inc. Common Stock
ps|Comcast Holdings ZONES
ad|Chindata Group Holdings Limited American Depositary Shares
cs|Codiak BioSciences Inc. Common Stock
cs|Ceridian HCM Holding Inc. Common Stock
cs|Coeur Mining Inc. Common Stock
cs|Centennial Resource Development Inc. Class A Common Stock
cs|CDK Global Inc. Common Stock
cs|Cardlytics Inc. Common Stock
cs|Avid Bioservices Inc. Common Stock
cs|CareDx Inc. Common Stock
cs|Cadence Design Systems Inc. Common Stock
cs|Cedar Realty Trust Inc. Common Stock
ps|Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock
ps|Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock
cs|Cidara Therapeutics Inc. Common Stock
cs|CDW Corporation Common Stock
cs|ChromaDex Corporation Common Stock
cs|Codexis Inc. Common Stock
cs|CADIZ Inc. Common Stock
ps|Cadiz Inc. Depositary Shares
cs|Celanese Corporation Celanese Corporation Common Stock
ad|China Eastern Airlines Corporation Ltd. Common Stock
cs|CECO Environmental Corp. Common Stock
cs|The Central and Eastern Europe Fund Inc. (The) Common Stock
cs|CONSOL Energy Inc. Common Stock 
cs|Celcuity Inc. Common Stock
cs|Celsius Holdings Inc. Common Stock
ut|Cypress Environmental Partners L.P. Common Units representing limited partner interests
cs|Celularity Inc. Class A Common Stock
wt|Celularity Inc. Warrant
cs|ClearBridge MLP and Midstream Fund Inc. Common Stock
cs|Chembio Diagnostics Inc. Common Stock
cs|Center Coast Brookfield MLP & Energy Infrastructure Fund
ut|CENAQ Energy Corp. Unit
cs|Central Garden & Pet Company Common Stock
cs|Central Garden & Pet Company Class A Common Stock Nonvoting
cs|Century Aluminum Company Common Stock
ad|Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)
ut|Crestwood Equity Partners LP
ut|Crestwood Equity Partners LP Preferred Units representing limited partner interests
cs|Cerevel Therapeutics Holdings Inc. Common Stock
cs|Cerner Corporation Common Stock
cs|Cerus Corporation Common Stock
cs|Certara Inc. Common Stock
cs|Cemtrex Inc. Common Stock
ps|Cemtrex Inc. Series 1 Preferred Stock
wt|Cemtrex Inc. Series 1 Warrant
cs|CEVA Inc. Common Stock
cs|CF Industries Holdings Inc. Common Stock
cs|CrossFirst Bankshares Inc. Common Stock
cs|CF Bankshares Inc. Common Stock
cs|CF Acquisition Corp. VIII Class A Common Stock
ut|CF Acquisition Corp. VIII Unit
wt|CF Acquisition Corp. VIII Warrant
cs|C&F Financial Corporation Common Stock
cs|Capitol Federal Financial Inc. Common Stock
ut|CF Acquisition Corp. V Unit
wt|CF Acquisition Corp. V Warrant
cs|Citizens Financial Group Inc. Common Stock
ps|Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D
ps|Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E
cs|CF Acquisition Corp. IV Class A common stock
ut|CF Acquisition Corp. IV Unit
wt|CF Acquisition Corp. IV Warrant
cs|Confluent Inc. Class A Common Stock
cs|Conformis Inc. Common Stock
cs|Cullen/Frost Bankers Inc. Common Stock
ps|Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B
cs|ContraFect Corporation Common Stock
cs|CF Acquisition Corp. V Class A Common Stock
cs|CF Acquisition Corp. VI Class A Common Stock
ut|CF Acquisition Corp. VI Unit
wt|CF Acquisition Corp. VI Warrant
cs|Colfax Corporation Common Stock
ut|Colfax Corporation 5.75% Tangible Equity Units
cs|The Carlyle Group Inc. Common Stock
cs|China Green Agriculture Inc. Common Stock
ps|The Carlyle Group Inc. 4.625% Subordinated Notes due 2061
cs|Centerra Gold Inc. Common Shares
cs|TCG BDC Inc. Common Stock
cs|Canopy Growth Corporation Common Shares
cs|Cullinan Oncology Inc. Common Stock
cs|Compugen Ltd. Ordinary Shares
cs|Cognyte Software Ltd. Ordinary Shares
cs|Cognex Corporation Common Stock
cs|Calamos Global Total Return Fund Common Stock
cs|Capstone Green Energy Corporation Common Stock
cs|Catcha Investment Corp. Class A Ordinary Shares
cs|Comstock Holding Companies Inc. Class A Common Stock
cs|City Holding Company Common Stock
cs|Community Healthcare Trust Incorporated Common Stock
cs|Church & Dwight Company Inc. Common Stock
cs|Churchill Downs Incorporated Common Stock
cs|Chemed Corp
cs|The Chefs' Warehouse Inc. Common Stock
cs|Check-Cap Ltd. Ordinary Share
wt|Check-Cap Ltd. Series C Warrant
cs|Chegg Inc. Common Stock
cs|Choice Hotels International Inc. Common Stock
cs|Calamos Convertible Opportunities and Income Fund Common Stock
cs|Chesapeake Energy Corporation Common Stock
wt|Chesapeake Energy Corporation Class C Warrants
wt|Chesapeake Energy Corporation Class A Warrants
wt|Chesapeake Energy Corporation Class B Warrants
cs|Check Point Software Technologies Ltd. Ordinary Shares
cs|Chemung Financial Corp Common Stock
cs|Cherry Hill Mortgage Investment Corporation Common Stock
ps|Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock
ps|Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
cs|China Fund Inc. (The) Common Stock
cs|Change Healthcare Inc. Common Stock
ut|Change Healthcare Inc. Tangible Equity Units
cs|China Natural Resources Inc. Common Stock
cs|CHP Merger Corp. Class A Common Stock
wt|CHP Merger Corp. Warrant
cs|ChargePoint Holdings Inc. Common Stock
cs|Charah Solutions Inc. Common Stock
ps|Charah Solutions Inc. 8.50% Senior Notes due 2026
cs|Coherus BioSciences Inc. Common Stock
cs|C.H. Robinson Worldwide Inc. Common Stock
cs|Chico's FAS Inc. Common Stock
ps|CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4
ps|CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3
ps|CHS Inc Preferred Class B Series 2 Reset Rate
ps|CHS Inc. Class B Cumulative Redeemable Preferred Stock
ps|CHS Inc. 8%  Cumulative Redeemable Preferred Stock
ad|Chunghwa Telecom Co. Ltd.
cs|Charter Communications Inc. Class A Common Stock New
cs|Chuy's Holdings Inc. Common Stock
cs|Calamos Global Dynamic Income Fund Common Stock
ut|CHW Acquisition Corporation Unit
cs|Chewy Inc. Class A Common Stock
cs|ChampionX Corporation Common Stock 
cs|Calamos Convertible and High Income Fund Common Stock
cs|Cigna Corporation Common Stock
cs|Citizens Inc. Class A Common Stock ($1.00 Par)
ad|BanColombia S.A. Common Stock
cs|Cinedigm Corp. Class A Common Stock
cs|Ciena Corporation Common Stock
cs|MFS Intermediate High Income Fund Common Stock
cs|Cipher Mining Inc. Common Stock
wt|Cipher Mining Inc. Warrant
ad|Comp En De Mn Cemig ADS American Depositary Shares
cs|Colliers International Group Inc. Subordinate Voting Shares
ad|China Index Holdings Limited American Depository Shares
cs|Blackrock Capital and Income Fund Inc.
cs|Chimera Investment Corporation Common Stock
ps|Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock
ps|Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
ps|Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock
ps|Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
cs|Cincinnati Financial Corporation Common Stock
ut|Ciner Resources LP Common Units representing Limited Partner Interests
cs|City Office REIT Inc. Common Stock
ps|City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock
cs|CIRCOR International Inc. Common Stock
cs|CIT Group Inc (DEL) Common Stock
ps|CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B
cs|Civista Bancshares Inc. Common Stock
cs|CI Financial Corp. Common Shares
cs|Citizens Holding Company Common Stock
cs|China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares
cs|Checkpoint Therapeutics Inc. Common Stock
cs|Colgate-Palmolive Company Common Stock
cs|Colonnade Acquisition Corp. II Class A Ordinary Shares
cs|CleanTech Acquisition Corp. Common stock
rt|CleanTech Acquisition Corp. Rights
ut|CleanTech Acquisition Corp. Units
wt|CleanTech Acquisition Corp. Warrant
cs|Clarus Corporation Common Stock
cs|Class Acceleration Corp. Class A Common Stock
cs|Chavant Capital Acquisition Corp. Ordinary Shares
ut|Chavant Capital Acquisition Corp. Unit
wt|Chavant Capital Acquisition Corp. Warrants
cs|Core Laboratories N.V. Common Stock
cs|Columbia Financial Inc. Common Stock
cs|Colombier Acquisition Corp. Class A Common Stock
cs|Caladrius Biosciences Inc. Common Stock
cs|Cellebrite DI Ltd. Ordinary Shares
wt|Cellebrite DI Ltd. Warrants
cs|Cortland Bancorp Common Stock
cs|Cloudera Inc. Common Stock
cs|Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
ps|Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
cs|Celldex Therapeutics Inc.
cs|China Liberal Education Holdings Limited Ordinary Shares
cs|Cleveland-Cliffs Inc. Common Stock
cs|Clearfield Inc. Common Stock
cs|CollPlant Biotechnologies Ltd Ordinary Shares
cs|Clean Harbors Inc. Common Stock
cs|Mack-Cali Realty Corporation Common Stock
cs|Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock
cs|ClearSign Technologies Corporation Common Stock
ad|Cellectis S.A. American Depositary Shares
ut|Calumet Specialty Products Partners L.P. Common Units
cs|Clean Energy Fuels Corp. Common Stock
cs|Clene Inc. Common Stock
wt|Clene Inc. Warrant
ut|Clover Leaf Capital Corp. Unit
cs|Clover Health Investments Corp. Class A Common Stock
cs|Clipper Realty Inc. Common Stock
cs|CLPS Incorporation Common Stock
cs|ClearPoint Neuro Inc. Common Stock
cs|Continental Resources Inc. Common Stock
cs|Cellectar Biosciences Inc.  Common Stock
cs|Clarim Acquisition Corp. Class A Common Stock
ut|Clarim Acquisition Corp. Unit
wt|Clarim Acquisition Corp. Warrant
cs|ClearOne Inc. (DE) Common Stock
cs|Celestica Inc. Common Stock
cs|Clearside Biomedical Inc. Common Stock
cs|CleanSpark Inc. Common Stock
cs|Celsion Corporation Common Stock
cs|Clever Leaves Holdings Inc. Common Shares
wt|Clever Leaves Holdings Inc. Warrant
cs|Clovis Oncology Inc. Common Stock
cs|Clarivate Plc Ordinary Shares
ps|Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares
cs|Clearwater Paper Corporation Common Stock
cs|Euro Tech Holdings Company Limited Common Stock
cs|Clorox Company (The) Common Stock
cs|Calyxt Inc. Common Stock
cs|Canadian Imperial Bank of Commerce Common Stock
cs|Comerica Incorporated Common Stock
cs|CareMax Inc. Class A Common Stock
wt|CareMax Inc. Warrant
cs|Cambium Networks Corporation Ordinary Shares
cs|Commercial Metals Company Common Stock
ad|Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares
cs|Columbus McKinnon Corporation Common Stock
cs|Comcast Corporation Class A Common Stock
cs|CIM Commercial Trust Corporation Common stock
cs|CME Group Inc. Class A Common Stock
cs|Chipotle Mexican Grill Inc. Common Stock
cs|Cummins Inc. Common Stock
cs|Cumulus Media Inc. Class A Common Stock
cs|CM Life Sciences III Inc. Class A Common Stock
ut|CM Life Sciences III Inc. Unit
wt|CM Life Sciences III Inc. Warrant
ad|Chemomab Therapeutics Ltd. American Depositary Share
cs|Capstead Mortgage Corporation Common Stock
ps|Capstead Mortgage Corporation Pfd Ser E
cs|Compass Minerals Intl Inc Common Stock
cs|Checkmate Pharmaceuticals Inc. Common Stock
cs|Cimpress plc Ordinary Shares (Ireland)
ad|COMPASS Pathways Plc American Depository Shares
cs|Compass Therapeutics Inc.
cs|Costamare Inc. Common Stock $0.0001 par value
ps|Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands)
ps|Costamare Inc. Perpetual Preferred Series C (Marshall Islands)
ps|Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock
ps|Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001
cs|Chimerix Inc. Common Stock
cs|CMS Energy Corporation Common Stock
ps|CMS Energy Corporation Preferred Stock
ps|CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C
ps|CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078
ps|CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078
ps|CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079
cs|Comtech Telecommunications Corp. Common Stock
cs|MFS Municipal Income Trust Common Stock
cs|CNA Financial Corporation Common Stock
cs|Century Bancorp Inc. Class A Common Stock
cs|Centene Corporation Common Stock
cs|Concert Pharmaceuticals Inc. Common Stock
cs|Concord Acquisition Corp. Class A Common Stock
cs|Conduent Incorporated Common Stock 
cs|ZW Data Action Technologies Inc. Common Stock
cs|CN Energy Group Inc. Ordinary Shares
ad|CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares
cs|Conifer Holdings Inc. Common Stock
